x,y
618,869
853,869
24,870
241,870
550,870
757,870
950,870
13,871
70,871
171,871
344,871
510,871
690,872
148,873
154,873
255,873
655,873
965,873
110,874
169,874
437,874
52,875
368,875
428,875
908,875
912,875
929,875
338,876
590,876
621,876
19,877
108,877
398,877
510,877
578,877
638,877
620,878
972,878
14,879
266,879
383,879
511,879
636,879
641,879
693,879
326,880
472,880
560,880
726,880
56,881
291,881
595,881
980,881
311,882
420,882
33,883
131,883
228,883
820,883
936,883
975,883
2,884
22,884
80,884
132,884
424,884
444,884
533,884
558,884
606,884
219,885
848,885
129,886
698,886
726,886
745,886
776,886
845,886
472,887
130,888
260,888
428,888
746,888
707,889
726,889
870,889
909,889
985,889
58,890
48,891
397,891
836,891
279,892
522,892
637,892
856,892
922,892
472,893
547,893
735,893
924,893
139,894
234,894
331,894
776,894
784,894
5,895
292,895
370,895
391,895
716,895
3,896
245,896
512,896
807,896
875,896
531,897
889,897
350,898
481,898
840,898
77,900
282,900
370,900
451,900
546,900
691,900
6,901
286,901
330,901
359,901
741,901
457,902
193,903
347,903
966,903
94,904
290,904
361,904
747,904
445,905
852,905
967,905
660,906
759,906
809,906
463,907
680,907
893,907
49,908
273,908
836,908
879,908
968,908
84,909
102,909
104,909
278,909
354,909
476,909
519,910
962,910
184,911
301,911
352,911
398,911
933,911
990,911
96,912
187,912
35,913
163,913
315,913
402,913
420,913
599,913
252,914
434,914
600,914
670,914
682,914
713,914
753,914
525,915
563,915
252,916
327,916
410,916
542,916
845,916
36,917
406,917
568,917
12,918
201,918
484,918
71,919
222,919
388,919
800,919
919,919
975,919
475,920
500,920
545,920
721,920
735,920
811,920
841,920
83,921
234,921
317,921
342,921
470,921
541,921
122,922
354,922
994,922
77,923
188,923
258,923
405,923
435,923
485,923
675,923
827,923
865,923
250,924
367,924
630,924
743,924
900,924
519,925
162,926
371,926
590,926
691,926
776,926
15,927
96,927
103,927
595,927
850,927
72,928
141,928
624,928
476,929
353,930
971,930
230,931
999,931
341,932
495,932
498,932
554,932
599,932
729,932
779,932
793,932
609,933
631,933
787,933
914,933
386,934
712,934
780,934
831,934
995,934
276,935
352,935
529,935
678,935
788,935
6,937
288,937
500,937
638,937
708,937
765,937
861,937
971,937
208,938
290,938
324,938
562,938
154,939
329,939
190,940
471,940
591,940
627,940
964,940
411,941
668,941
736,941
14,942
258,942
651,942
988,942
267,943
420,943
741,943
783,943
925,944
812,945
890,946
953,946
268,947
349,947
352,947
776,947
840,947
36,948
266,948
479,948
597,948
803,948
953,948
113,949
618,949
793,949
831,949
78,950
491,950
621,950
738,950
833,950
47,951
176,951
392,951
811,951
935,951
327,952
963,952
993,953
130,954
143,954
225,954
514,954
819,954
865,954
55,955
83,955
331,955
661,955
145,956
329,956
696,956
36,957
154,957
616,957
623,957
819,957
919,957
979,957
70,958
270,958
377,958
755,958
798,958
996,958
17,959
59,959
226,959
753,959
107,960
381,960
865,960
279,961
312,961
395,961
397,961
460,961
709,961
126,962
435,962
680,962
60,963
487,963
685,963
998,963
6,964
275,964
571,964
902,964
977,964
536,965
695,965
739,965
774,965
915,965
179,966
316,966
873,966
709,967
948,967
106,968
119,968
382,968
513,968
20,969
576,969
163,970
190,970
490,970
579,970
654,970
707,970
746,970
30,971
268,971
295,971
377,971
549,971
798,971
41,972
67,972
750,972
930,972
71,973
528,973
406,974
934,974
155,975
169,975
717,975
761,975
974,975
83,976
115,976
126,977
655,977
218,978
421,978
12,979
167,979
174,979
291,979
727,979
757,979
815,979
74,980
211,980
800,980
979,980
519,981
636,981
129,982
388,982
840,982
24,983
306,983
747,983
783,983
67,984
93,984
142,984
314,984
981,984
990,984
167,985
546,985
949,985
964,985
144,986
283,986
686,986
309,987
439,987
634,987
652,987
762,987
788,987
941,987
580,988
642,988
693,988
757,989
815,989
7,990
254,990
376,990
898,990
953,990
396,991
457,991
477,991
745,992
904,992
120,993
552,993
109,994
122,994
360,994
675,994
688,994
757,994
821,994
847,994
27,995
794,995
340,996
787,996
479,997
845,997
205,998
523,998
850,998
908,998
148,999
497,999
568,999
